"User_ID","ISBN","Rating"
"U0028","0425124347","5"
"U0028","0440235502","10"
"U0028","0590225170","9"
"U0028","0316666343","10"
"U0028","0449212084","10"
"U0028","0805056491","7"
"U0028","038549825X","8"
"U0028","0671002481","7"
"U0028","0380728729","8"
"U0028","0671000306","10"
"U0029","0312986769","9"
"U0029","044023722X","8"
"U0029","0671742566","7"
"U0029","0373037430","4"
"U0029","0060938455","7"
"U0029","039914739X","6"
"U0029","0891091963","4"
"U0029","0679733825","6"
"U0029","0964778319","3"
"U0029","0439061644","8"
"U0029","8486433193","8"
"U0029","0451208080","6"
"U0029","0340767936","8"
"U0029","0380728729","9"
"U0029","1563892278","7"
"U0029","0553285343","4"
"U0029","0670856045","4"
"U0029","3257210450","6"
"U0029","0609606727","3"
"U0029","0385313748","5"
"U0029","0345311396","4"
"U0029","0771076002","6"
"U0029","044132231X","6"
"U0029","0590629719","7"
"U0029","8423324311","3"
"U0029","0130139165","5"
"U0029","2264009306","8"
"U0029","0811203220","5"
"U0029","0375403582","4"
"U0029","0679401377","4"
"U0029","0375414746","8"
"U0030","0446612618","6"
"U0030","0394578791","7"
"U0030","0316693200","6"
"U0030","0451625889","9"
"U0030","0870441663","8"
"U0030","0375759778","9"
"U0030","0517577402","6"
"U0030","0316789089","5"
"U0030","2070417743","7"
"U0030","0375509038","8"
"U0030","0446527165","6"
"U0030","0446523992","5"
"U0030","0449001954","8"
"U0030","0151008116","7"
"U0030","087113375X","8"
"U0030","3596144434","7"
"U0030","0060930705","7"
"U0030","0380973545","10"
"U0030","0515127833","6"
"U0030","0684822733","5"
"U0030","0895774666","9"
"U0030","1561672033","9"
"U0030","0060801263","10"
"U0030","0425174484","3"
"U0030","0380709260","8"
"U0030","1853262404","9"
"U0030","0060932759","7"
"U0030","0440234964","9"
"U0031","0743424425","7"
"U0031","1841952931","7"
"U0031","193156146X","7"
"U0031","0316776963","6"
"U0031","0821775863","7"
"U0031","229000510X","4"
"U0031","0374386676","4"
"U0031","0385418493","10"
"U0031","8445071408","9"
"U0031","0345378490","9"
"U0031","0743411269","5"
"U0031","0452277337","7"
"U0031","0316748641","9"
"U0031","0965404560","5"
"U0031","0451203046","6"
"U0031","0871138646","7"
"U0031","0439095026","7"
"U0031","0425134350","5"
"U0031","0821750410","3"
"U0031","0743458303","8"
"U0031","0345335465","7"
"U0031","0060191929","5"
"U0031","0553562819","5"
"U0031","0385505833","7"
"U0031","0380732335","4"
"U0031","0060930187","8"
"U0031","0515134368","6"
"U0031","044132231X","3"
"U0031","0312148267","7"
"U0031","0345395379","7"
"U0031","0312195516","6"
"U0031","0877192820","5"
"U0031","0684833395","9"
"U0031","2253004022","8"
"U0031","3404118960","4"
"U0031","0743412621","5"
"U0031","0060973129","3"
"U0031","0394578791","6"
"U0031","0849943450","5"
"U0031","0684868911","7"
"U0031","0425164403","8"
"U0031","0451406923","3"
"U0031","0446610178","8"
"U0032","0590481371","4"
"U0032","0804117934","9"
"U0032","8445071777","10"
"U0032","1573229148","4"
"U0032","0374386676","5"
"U0032","0440225078","10"
"U0032","0380711109","8"
"U0032","0451523318","6"
"U0032","0020199090","4"
"U0032","0316693200","2"
"U0032","0316769487","7"
"U0032","0771088191","7"
"U0032","0385336772","8"
"U0032","0156528207","8"
"U0032","8423324311","10"
"U0032","044132231X","7"
"U0032","0340767936","8"
"U0032","0842342702","5"
"U0032","3596292646","4"
"U0032","039304016X","10"
"U0032","0446527793","8"
"U0032","0486282112","9"
"U0032","0849943728","4"
"U0032","0446610178","6"
"U0032","0819154946","7"
"U0032","0823032612","4"
"U0032","030720152X","7"
"U0032","0061099686","4"
"U0032","0449131548","8"
"U0032","0446325805","6"
"U0032","042518630X","6"
"U0032","0805063897","4"
"U0032","0156013967","8"
"U0032","0590406019","3"
"U0032","0451181379","9"
"U0032","8466601090","7"
"U0032","0060173289","10"
"U0032","0316776963","7"
"U0032","0312890044","4"
"U0032","0670855758","3"
"U0032","8472227421","5"
"U0032","0316171107","5"
"U0032","0743444167","6"
"U0032","0312970242","9"
"U0033","0553298860","4"
"U0033","0380715899","3"
"U0033","0449213773","3"
"U0033","3442724686","7"
"U0033","140003180X","8"
"U0033","0380807866","5"
"U0033","0887841740","9"
"U0033","039575514X","6"
"U0033","0451523415","4"
"U0033","0842336214","3"
"U0033","8483007010","2"
"U0033","0866119566","4"
"U0033","0373123108","9"
"U0033","0743403843","6"
"U0033","0375801677","8"
"U0033","193072229X","4"
"U0033","0877192820","4"
"U0033","3498020862","10"
"U0033","193156146X","8"
"U0033","0525944834","4"
"U0033","225300670X","4"
"U0033","0064472779","3"
"U0033","0895774666","9"
"U0033","0316314927","8"
"U0033","3257210450","8"
"U0033","0425134350","5"
"U0033","0451155750","9"
"U0033","0060930187","5"
"U0033","0380788497","7"
"U0033","0060929790","4"
"U0033","039304016X","6"
"U0033","0152162577","5"
"U0033","0374386676","8"
"U0034","8466601090","10"
"U0034","0553258524","4"
"U0034","0451205197","9"
"U0034","0061064505","4"
"U0034","0849943450","9"
"U0034","0345372700","6"
"U0034","2871290911","2"
"U0034","034543191X","5"
"U0034","1841721522","9"
"U0034","0385416342","9"
"U0034","0060177586","4"
"U0034","0385504209","6"
"U0034","0812521331","8"
"U0034","0062517856","3"
"U0034","140003180X","9"
"U0034","0553582909","3"
"U0034","8445071769","5"
"U0034","3257212054","2"
"U0034","0553278223","7"
"U0034","0312890044","4"
"U0034","0439042917","7"
"U0034","1853260053","4"
"U0034","0553576925","6"
"U0034","1888451084","9"
"U0034","0060804157","8"
"U0034","0553582747","6"
"U0034","1858813093","9"
"U0035","0312252617","7"
"U0035","0961769947","6"
"U0035","0002005018","5"
"U0035","0060973897","9"
"U0035","8483007010","8"
"U0035","067175145X","4"
"U0035","0870441663","9"
"U0035","0684824442","5"
"U0035","0811203220","3"
"U0035","0670855758","10"
"U0035","0440226104","5"
"U0035","0345348036","4"
"U0035","0425134350","2"
"U0035","8472227421","8"
"U0035","0674511255","4"
"U0035","039914739X","5"
"U0035","1877727083","3"
"U0035","0743411269","2"
"U0035","0553107305","5"
"U0035","0380012863","4"
"U0035","0446606197","7"
"U0035","0793133955","5"
"U0035","1575843366","4"
"U0035","014036336X","6"
"U0035","0679810307","4"
"U0035","0451406923","2"
"U0035","0743213831","10"
"U0035","0446602086","10"
"U0035","0670031046","10"
"U0035","0553212583","3"
"U0035","0312906552","5"
"U0035","0385336772","4"
"U0035","0060930187","5"
"U0035","0449212084","7"
"U0035","0679450432","4"
"U0035","0553561618","6"
"U0035","1886383421","5"
"U0035","0061099325","4"
"U0035","0553225987","3"
"U0035","037582345X","5"
"U0035","0312890044","10"
"U0035","0312953453","8"
"U0035","0849916399","8"
"U0035","8478097732","7"
"U0035","0671623249","7"
"U0035","0871137380","4"
"U0035","193156146X","8"
"U0035","0373250339","4"
"U0035","0671004573","5"
"U0035","039914563X","7"
"U0035","0375759778","5"
"U0035","0440234964","4"
"U0036","0679310002","7"
"U0036","0060914068","8"
"U0036","0140345809","5"
"U0036","0345465083","8"
"U0036","042517736X","7"
"U0036","0345441133","5"
"U0036","0425098109","7"
"U0036","0450029956","6"
"U0036","0393045218","3"
"U0036","0140104682","6"
"U0036","0312906552","4"
"U0036","044661162X","8"
"U0036","1573228737","9"
"U0036","0486285529","9"
"U0036","0312853238","3"
"U0036","0061000280","9"
"U0036","0553212583","7"
"U0036","1555834531","9"
"U0036","1854795554","5"
"U0036","0821770209","3"
"U0036","0449006522","8"
"U0036","0553107305","4"
"U0036","0451410319","6"
"U0037","140003180X","7"
"U0037","015216250X","9"
"U0037","0964778319","4"
"U0037","0393321576","4"
"U0037","1853260622","7"
"U0037","1841721522","6"
"U0037","0393020371","3"
"U0037","0787955671","10"
"U0037","0061040967","9"
"U0037","0771088191","10"
"U0037","0684177730","5"
"U0037","0446531332","6"
"U0037","0440218535","10"
"U0037","1862047626","5"
"U0037","0380619458","5"
"U0037","0307001164","5"
"U0037","0385416342","5"
"U0037","207053880X","5"
"U0037","0440122090","6"
"U0037","0345417623","6"
"U0037","0743206053","7"
"U0037","0374386676","4"
"U0037","0060977493","7"
"U0037","0061050474","4"
"U0037","0445402040","8"
"U0037","0553258524","5"
"U0037","0312206763","6"
"U0037","1561011525","10"
"U0038","0061009059","8"
"U0038","067976397X","8"
"U0038","0679801146","6"
"U0038","2253148539","9"
"U0038","0451526279","5"
"U0038","0940322978","10"
"U0038","0312261594","3"
"U0038","0380754509","8"
"U0038","3257233051","2"
"U0038","0449005410","10"
"U0038","0375410538","8"
"U0038","0671621009","5"
"U0038","0804001944","7"
"U0038","0521427150","4"
"U0038","0812524853","10"
"U0038","0312312628","5"
"U0038","0446606197","4"
"U0038","193156146X","10"
"U0038","0385416342","5"
"U0038","039914370X","10"
"U0038","0394895894","6"
"U0038","0393020371","6"
"U0038","156971620X","5"
"U0038","3492045642","5"
"U0038","0684848783","5"
"U0038","0446601640","9"
"U0038","1842040154","7"
"U0038","0385505833","4"
"U0038","0140107649","5"
"U0038","0894342789","7"
"U0038","0316748641","3"
"U0038","0525944834","9"
"U0038","0345346971","5"
"U0038","0425184129","4"
"U0038","0380538504","5"
"U0038","0330332775","7"
"U0038","0394578791","5"
"U0038","3257208669","4"
"U0038","0062507249","6"
"U0038","0743211383","4"
"U0038","1853260622","8"
"U0038","0380002450","3"
"U0038","0449211770","6"
"U0038","0689829698","3"
"U0038","0684824442","8"
"U0038","080411952X","7"
"U0038","1414035004","4"
"U0039","0373871562","5"
"U0039","8806142267","7"
"U0039","0062507249","3"
"U0039","1563898586","8"
"U0039","0380732335","9"
"U0039","0399135782","2"
"U0039","080521061X","8"
"U0039","0375410538","10"
"U0039","2266029460","3"
"U0039","0152012966","4"
"U0039","0819215635","8"
"U0039","0312252617","7"
"U0039","0684864843","5"
"U0039","0345371984","7"
"U0039","0345424719","9"
"U0039","0425181111","5"
"U0039","0373196741","7"
"U0039","0380754851","8"
"U0039","0553579673","8"
"U0039","8478097732","4"
"U0039","0451525221","5"
"U0039","0060934719","9"
"U0039","0312145543","5"
"U0039","0316969443","5"
"U0039","8483002523","3"
"U0039","1853260053","6"
"U0040","0553583468","9"
"U0040","0688163726","9"
"U0040","0345369947","4"
"U0040","037582345X","7"
"U0040","0590431110","2"
"U0040","3257212429","5"
"U0040","0670855758","4"
"U0040","0002005018","4"
"U0040","038076654X","5"
"U0040","0446610178","6"
"U0040","0446531332","4"
"U0040","0440949424","4"
"U0040","8483007010","7"
"U0040","0345417623","5"
"U0040","0312261594","4"
"U0040","8423324311","10"
"U0040","0345430476","4"
"U0040","0385505833","10"
"U0040","0679767789","5"
"U0040","0689829698","4"
"U0040","1842040154","4"
"U0040","052594463X","6"
"U0040","0889740828","3"
"U0040","0312988699","9"
"U0040","3423116714","6"
"U0040","0312906552","10"
"U0040","0440241413","7"
"U0040","155874262X","4"
"U0040","0345402871","2"
"U0040","0425174484","7"
"U0040","0684823802","6"
"U0041","0553580388","4"
"U0041","0425120279","6"
"U0041","0345353625","8"
"U0041","0425113892","5"
"U0041","0671673688","6"
"U0041","0449207595","5"
"U0041","0553225987","5"
"U0041","0743418190","9"
"U0041","0688180639","5"
"U0041","1900850303","6"
"U0041","156971620X","4"
"U0041","0307001164","6"
"U0041","0439221730","5"
"U0041","0340767936","4"
"U0041","0345441133","3"
"U0041","067976397X","7"
"U0041","0425049981","7"
"U0041","0345354931","8"
"U0041","0525947647","6"
"U0041","0451523318","6"
"U0041","044022165X","5"
"U0041","0449212084","8"
"U0041","0807070718","10"
"U0041","0451155750","10"
"U0041","0440225078","5"
"U0041","043922165X","10"
"U0041","0061040967","6"
"U0041","0375823468","4"
"U0041","0345313860","3"
"U0041","044651747X","6"
"U0041","2264009306","6"
"U0041","0553278223","7"
"U0041","0151001006","4"
"U0041","0740700235","5"
"U0041","887641486X","4"
"U0041","0688169678","9"
"U0041","0425098109","10"
"U0041","0767905938","7"
"U0041","0312890044","8"
"U0041","225300670X","5"
"U0041","0517201658","6"
"U0042","0312145543","3"
"U0042","0439061644","8"
"U0042","0449213773","6"
"U0042","1884777805","7"
"U0042","0345403339","4"
"U0042","0061040967","5"
"U0042","0553279572","5"
"U0042","0771076002","8"
"U0042","0060173289","4"
"U0042","0316769487","5"
"U0042","039456894X","5"
"U0042","0671021745","10"
"U0042","1555835953","9"
"U0042","0452282152","5"
"U0042","0743245024","10"
"U0042","0505524996","6"
"U0042","0849943450","7"
"U0042","1569471096","3"
"U0042","0804106304","4"
"U0042","0671504282","7"
"U0042","0688180639","4"
"U0042","0451185277","3"
"U0042","0684193957","7"
"U0042","1561011525","6"
"U0042","0060925000","4"
"U0042","0385511612","2"
"U0042","3499110695","5"
"U0042","0385509456","7"
"U0042","0394551427","8"
"U0042","0312977905","4"
"U0042","0312143370","6"
"U0042","0452277337","7"
"U0042","0451188209","6"
"U0042","0060013117","9"
"U0042","8475960936","2"
"U0042","0374270325","10"
"U0042","0684868911","7"
"U0042","8466601090","9"
"U0042","0312906552","7"
"U0042","0140067477","3"
"U0043","0440226104","7"
"U0043","0840734530","8"
"U0043","3442446937","9"
"U0043","0451409256","7"
"U0043","0451185277","6"
"U0043","1858813093","7"
"U0043","0805063897","8"
"U0043","0316769487","4"
"U0043","0381999866","8"
"U0043","0380709260","8"
"U0043","0804001944","4"
"U0043","0425184129","4"
"U0043","0007100221","8"
"U0043","0380759497","10"
"U0043","0671867113","6"
"U0043","087113375X","2"
"U0043","0345346971","8"
"U0043","0345425294","6"
"U0043","0451162072","4"
"U0043","0312261594","3"
"U0043","0440122090","6"
"U0043","0525947647","5"
"U0043","0671042556","3"
"U0043","0947782141","3"
"U0043","3492207006","5"
"U0043","8478098267","8"
"U0043","0345372700","9"
"U0043","0316116025","7"
"U0043","0394551427","8"
"U0043","8478091246","7"
"U0043","0446300101","8"
"U0043","0375410538","5"
"U0043","039914563X","3"
"U0043","0884111342","6"
"U0043","0836230868","4"
"U0043","8472227421","3"
"U0043","2253063339","7"
"U0043","0425139069","5"
"U0043","0451524489","8"
"U0044","0446672211","2"
"U0044","0679767789","4"
"U0044","0684193957","8"
"U0044","0590598848","6"
"U0044","0316171107","5"
"U0044","0515118656","9"
"U0044","0446394521","7"
"U0044","1592571301","4"
"U0044","2266029460","3"
"U0044","0140029400","6"
"U0044","0380728729","8"
"U0044","0446523992","7"
"U0044","0771074670","4"
"U0044","044651747X","4"
"U0044","0743222229","9"
"U0044","0451409256","3"
"U0044","0446527793","9"
"U0044","0375751513","2"
"U0044","081296666X","6"
"U0044","0060973129","10"
"U0044","052594463X","6"
"U0044","0440225701","10"
"U0044","0670844594","3"
"U0044","0030096189","8"
"U0044","0452277337","5"
"U0044","0060925000","6"
"U0044","8478800336","2"
"U0044","0743201078","9"
"U0044","0842342702","7"
"U0044","0505524996","2"
"U0044","0671870432","2"
"U0044","0060973897","9"
"U0044","0425184129","4"
"U0044","0195153448","8"
"U0044","0060914068","4"
"U0044","0679420118","5"
"U0044","0373245696","8"
"U0045","0435272683","7"
"U0045","0446523992","7"
"U0045","0505524996","10"
"U0045","0671021745","8"
"U0045","3548254268","6"
"U0045","0786886463","3"
"U0045","1569871213","8"
"U0045","0439221676","7"
"U0045","0689821166","6"
"U0045","0884111342","6"
"U0045","0061030147","5"
"U0045","0590897985","8"
"U0045","0312963009","7"
"U0045","0385511612","6"
"U0045","0452264464","8"
"U0045","042511774X","5"
"U0045","0345335465","6"
"U0045","0819215635","6"
"U0045","0345346971","4"
"U0045","0345429176","6"
"U0045","0156047624","3"
"U0045","0945586051","2"
"U0045","1842151053","8"
"U0045","0399148582","9"
"U0045","0449005410","6"
"U0045","3492045642","5"
"U0045","0308102282","5"
"U0045","0425098109","8"
"U0045","0375410538","8"
"U0045","0898151910","4"
"U0045","0020437501","6"
"U0046","0380817144","3"
"U0046","0515122408","7"
"U0046","0380704587","5"
"U0046","0553101439","5"
"U0046","0451208080","5"
"U0046","0880701102","7"
"U0046","051762639X","8"
"U0046","0345339711","5"
"U0046","0671004573","8"
"U0046","0060977477","7"
"U0046","0927545373","5"
"U0046","1592571301","6"
"U0046","039457513X","5"
"U0046","2253148539","10"
"U0046","0740700235","10"
"U0046","067176537X","7"
"U0046","3462021095","3"
"U0046","0439221714","10"
"U0046","0590481371","5"
"U0046","1877727083","9"
"U0046","0312283784","3"
"U0046","0061000280","7"
"U0046","0130139165","9"
"U0047","0812523873","4"
"U0047","0684867818","6"
"U0047","0375801677","6"
"U0047","0679429220","4"
"U0047","0312953453","5"
"U0047","0380617625","9"
"U0047","0330332775","8"
"U0047","0609606727","5"
"U0047","9681500555","8"
"U0047","0373196741","4"
"U0047","0345260317","10"
"U0047","0060930187","3"
"U0047","0394820371","7"
"U0047","0435272683","6"
"U0047","0345369068","9"
"U0047","0849943450","7"
"U0047","0609804618","5"
"U0047","0425098109","9"
"U0047","0439319552","5"
"U0047","0962893862","5"
"U0047","0399148582","8"
"U0048","0747549923","2"
"U0048","0380973839","9"
"U0048","0446310786","7"
"U0048","0688048730","6"
"U0048","0312953453","8"
"U0048","044651747X","9"
"U0048","0671621009","6"
"U0048","0618231617","5"
"U0048","038078243X","9"
"U0048","3257203659","7"
"U0048","0679777431","6"
"U0048","3499222604","10"
"U0048","0767905938","5"
"U0048","067170124X","5"
"U0048","0373245696","8"
"U0048","0515128554","3"
"U0048","0060973129","4"
"U0048","0553574175","9"
"U0048","0553272837","4"
"U0048","0590629719","3"
"U0048","1841721522","8"
"U0048","0312312628","5"
"U0048","0385306032","6"
"U0048","1900850303","8"
"U0048","0743201078","5"
"U0048","0345417623","8"
"U0048","0385314019","8"
"U0048","044023722X","3"
"U0048","3423116714","8"
"U0048","0345429176","5"
"U0048","0451155750","2"
"U0048","044661162X","7"
"U0048","0440225701","5"
"U0048","0316602906","9"
"U0048","0940322978","9"
"U0048","0679425608","8"
"U0048","0525943862","6"
"U0048","8423324311","6"
"U0048","8483007010","9"
"U0048","0061076031","7"
"U0048","8401351421","7"
"U0048","0449207595","4"
"U0048","0515127833","4"
"U0048","0375726403","9"
"U0048","0671694049","7"
"U0048","1551668785","8"
"U0048","0374386676","5"
"U0048","0897322339","3"
"U0048","8486433193","6"
"U0048","0590947257","8"
"U0048","0684823802","10"
"U0048","0743462335","3"
"U0048","0618173870","8"
"U0049","039914370X","4"
"U0049","0486272664","9"
"U0049","8445071408","7"
"U0049","0679801146","4"
"U0049","0312156960","2"
"U0049","0060938455","9"
"U0049","8472227421","7"
"U0049","0743439740","4"
"U0049","0345441133","9"
"U0049","0590629719","8"
"U0049","1579651658","6"
"U0049","1569871213","9"
"U0049","042511774X","7"
"U0049","0553582682","9"
"U0049","0962893862","3"
"U0049","0451523318","8"
"U0049","0679450432","8"
"U0049","0440222818","4"
"U0049","0142000205","5"
"U0049","0439510112","7"
"U0049","0553210092","4"
"U0049","2290314951","9"
"U0049","0425174484","3"
"U0049","0679429220","10"
"U0049","0312288115","10"
"U0049","0590419625","4"
"U0049","0671888587","2"
"U0049","0373871562","8"
"U0049","0385335407","5"
"U0049","0767903285","5"
"U0049","0553285343","7"
"U0049","0449212084","10"
"U0049","0375410538","2"
"U0049","081296666X","9"
"U0049","0312906552","6"
"U0049","0385336772","2"
"U0050","0060563079","4"
"U0050","0380792664","7"
"U0050","0743229878","4"
"U0050","0749748028","9"
"U0050","0071416331","6"
"U0050","0061009059","4"
"U0050","0060976845","5"
"U0050","0671694049","5"
"U0050","0312995423","7"
"U0050","0312970242","8"
"U0050","0380715899","7"
"U0050","8440616252","4"
"U0050","0060621257","9"
"U0050","0373750013","8"
"U0050","0060934719","3"
"U0050","0684823802","4"
"U0050","0060083298","8"
"U0050","0385337639","9"
"U0050","1405200677","6"
"U0050","8478091246","5"
"U0050","0684801221","5"
"U0051","0671027387","3"
"U0051","0399144463","5"
"U0051","8420639133","4"
"U0051","0385337639","8"
"U0051","8445071769","3"
"U0051","0671018930","7"
"U0051","1880185008","4"
"U0051","3404118960","9"
"U0051","0307118703","10"
"U0051","0441783589","9"
"U0051","0553280589","5"
"U0051","8478091246","8"
"U0051","0451195663","5"
"U0051","0671867156","7"
"U0051","0590870157","9"
"U0051","080521061X","4"
"U0051","0590598848","9"
"U0051","042518630X","3"
"U0051","0446606197","4"
"U0051","0671888587","7"
"U0051","0312970242","6"
"U0051","0439221676","8"
"U0051","0425179672","3"
"U0051","0743206045","6"
"U0051","0670035262","5"
"U0051","0451409256","5"
"U0051","1569871213","7"
"U0051","0380788497","10"
"U0051","0385314019","4"
"U0051","0374386676","8"
"U0051","057120354X","4"
"U0051","1559703237","8"
"U0051","0743230051","10"
"U0051","0961769947","6"
"U0052","0312252617","5"
"U0052","0670031046","9"
"U0052","2070423204","10"
"U0052","061312975X","9"
"U0052","0446610399","5"
"U0052","0345433173","8"
"U0052","1563899388","6"
"U0052","0892967994","4"
"U0052","0451188209","8"
"U0052","0312195516","4"
"U0052","0609804618","2"
"U0052","0060927240","7"
"U0052","0515127833","6"
"U0052","0449006557","8"
"U0052","0440224829","4"
"U0052","0887841740","5"
"U0052","0142000205","6"
"U0052","0679423079","8"
"U0052","0679603352","2"
"U0052","030720152X","7"
"U0052","038078243X","6"
"U0052","0786889160","10"
"U0053","1878424319","8"
"U0053","068484267X","6"
"U0053","0312853238","2"
"U0053","0771074670","8"
"U0053","0425134350","4"
"U0053","0393318435","8"
"U0053","0451197275","5"
"U0053","0964778319","6"
"U0053","0451523318","10"
"U0053","067176537X","4"
"U0053","0785815147","5"
"U0053","0812523873","8"
"U0053","1881320189","9"
"U0053","0812521331","6"
"U0053","0375500766","5"
"U0053","0786890436","9"
"U0053","0670892963","8"
"U0053","0380717018","6"
"U0053","038542471X","10"
"U0053","0140185216","9"
"U0053","014036336X","10"
"U0053","0816729913","4"
"U0053","0812575954","10"
"U0054","0684868911","4"
"U0054","0439510112","7"
"U0054","0553225987","7"
"U0054","0380002450","4"
"U0054","0801491827","2"
"U0054","006017143X","8"
"U0054","0451176812","4"
"U0054","0345354931","7"
"U0054","0895774666","5"
"U0054","0312282990","5"
"U0054","1555834531","7"
"U0054","0451409256","6"
"U0054","034543191X","4"
"U0054","0312995423","2"
"U0054","0671047612","3"
"U0054","0486272745","7"
"U0054","0451523415","6"
"U0054","8474103347","3"
"U0054","0972044205","8"
"U0054","0515134279","7"
"U0054","0486282112","7"
"U0054","0140029400","4"
"U0054","074345829X","5"
"U0054","0385508042","5"
"U0054","0373245696","4"
"U0054","0312988699","3"
"U0054","1841952931","3"
"U0054","2253005274","7"
"U0054","0020437501","4"
"U0054","0446364762","7"
"U0054","0140293248","4"
"U0054","0689821166","6"
"U0054","0688163726","10"
"U0054","051513290X","4"
"U0054","2070423204","5"
"U0054","0553802488","7"
"U0054","042512892X","6"
"U0054","0449213773","8"
"U0054","0345356578","7"
"U0054","229000510X","5"
"U0054","0380754509","10"
"U0054","0060558865","8"
"U0054","044023722X","5"
"U0054","0767908473","9"
"U0055","039456894X","7"
"U0055","0380717018","7"
"U0055","0449207595","10"
"U0055","1576737357","8"
"U0055","038078243X","3"
"U0055","0439569842","3"
"U0055","0671042556","4"
"U0055","0972044205","8"
"U0055","3462021095","3"
"U0055","0771088191","3"
"U0055","0345404777","3"
"U0055","0671868713","3"
"U0055","0061050474","7"
"U0055","051513290X","5"
"U0055","0609605925","5"
"U0055","0553574175","9"
"U0055","9724119378","6"
"U0055","0553212583","2"
"U0055","0803233019","3"
"U0055","193156146X","3"
"U0055","055321215X","7"
"U0055","0140104682","9"
"U0055","0312252617","5"
"U0055","0553579673","4"
"U0055","0915811537","5"
"U0055","0373196989","7"
"U0055","0451456548","4"
"U0055","8420639133","4"
"U0055","0786889705","8"
"U0055","0374343381","5"
"U0055","0345403339","7"
"U0055","0060083298","5"
"U0055","0679810307","6"
"U0055","0870441663","8"
"U0055","1569871213","4"
"U0055","0375821813","7"
"U0055","0812575954","3"
"U0055","0380619458","9"
"U0055","0819154946","8"
"U0055","006102063X","6"
"U0055","0446394521","3"
"U0055","067103619X","10"
"U0056","0446672211","5"
"U0056","1575843366","4"
"U0056","0915811537","7"
"U0056","0804106304","8"
"U0056","0394820371","5"
"U0056","3442724686","4"
"U0056","3499222604","6"
"U0056","0385327773","5"
"U0056","0060934719","8"
"U0056","0786889160","5"
"U0056","2070417743","5"
"U0056","156718796X","8"
"U0056","0140253580","6"
"U0056","0452277337","5"
"U0056","1570717257","8"
"U0056","087113375X","5"
"U0056","080652121X","5"
"U0056","0446364762","3"
"U0056","080521061X","4"
"U0056","3404118960","5"
"U0056","0439319552","5"
"U0056","8478800336","5"
"U0056","0553298860","7"
"U0056","8472227421","9"
"U0056","0743439740","7"
"U0056","0380807866","3"
"U0056","0316168815","4"
"U0056","0060932759","8"
"U0056","0381999866","4"
"U0056","1558531025","6"
"U0056","0486285529","7"
"U0056","3404121686","5"
"U0056","8806142267","10"
"U0056","0671018930","7"
"U0056","8486433193","9"
"U0056","0743412621","9"
"U0056","0312312628","10"
"U0056","0393045218","9"
"U0056","0345356578","7"
"U0056","2871290911","10"
"U0056","0440224829","7"
"U0056","0590431110","7"
"U0057","1570717257","7"
"U0057","0375801677","7"
"U0057","0060977477","4"
"U0057","0451526279","7"
"U0057","3518111000","10"
"U0057","0451186648","8"
"U0057","0345305477","7"
"U0057","1880185008","8"
"U0057","0385497679","7"
"U0057","0486206173","8"
"U0057","0849943450","9"
"U0057","0553582747","4"
"U0057","0688048730","5"
"U0057","080652121X","8"
"U0057","0345433173","7"
"U0057","0440219604","8"
"U0057","0880011025","6"
"U0057","0590687301","9"
"U0057","0380711109","9"
"U0057","0590419625","9"
"U0057","0380732335","7"
"U0057","8420639133","9"
"U0057","156341029X","10"
"U0057","0316735027","8"
"U0057","0553569058","7"
"U0057","0393045218","10"
"U0057","0381999866","5"
"U0057","0671021001","7"
"U0057","0743439740","8"
"U0058","0394578791","10"
"U0058","0671461494","4"
"U0058","0793133955","4"
"U0058","0671870432","7"
"U0058","0060930365","9"
"U0058","1562477528","3"
"U0058","185424597X","6"
"U0058","1878424319","7"
"U0058","0060973897","7"
"U0058","051762639X","9"
"U0058","0866119531","7"
"U0058","055358099X","4"
"U0058","0446364193","7"
"U0058","0684864320","5"
"U0058","0618231617","6"
"U0058","043922165X","7"
"U0058","0345353625","10"
"U0058","0439095026","8"
"U0058","0486206173","3"
"U0058","0316969443","5"
"U0058","039456894X","4"
"U0058","0671673688","8"
"U0058","0590418858","6"
"U0058","0849916399","7"
"U0058","0898151910","7"
"U0058","015216250X","10"
"U0058","0062770500","9"
"U0058","0671004573","4"
"U0058","0060925000","8"
"U0058","0020199090","6"
"U0058","0312995431","8"
"U0058","006015781X","4"
"U0058","0385337639","4"
"U0058","0849943450","3"
"U0058","0553280589","7"
"U0058","0312156960","4"
"U0058","3746670055","6"
"U0058","1575024179","5"
"U0058","0894342789","5"
"U0058","0449207595","2"
"U0058","0812524853","4"
"U0058","185479549X","5"
"U0058","0804111359","4"
"U0059","0312906552","4"
"U0059","0590870157","6"
"U0059","0451195663","2"
"U0059","0140286276","4"
"U0059","0679425608","2"
"U0059","0805063897","6"
"U0059","0451166892","4"
"U0059","0340767936","9"
"U0059","0553584383","4"
"U0059","0020437501","8"
"U0059","0394559487","7"
"U0059","0345404777","5"
"U0059","0821775863","9"
"U0059","0897322339","6"
"U0059","0198604025","6"
"U0059","0801096677","10"
"U0059","0449005615","3"
"U0059","0060804157","4"
"U0059","0803233019","7"
"U0059","0140622063","5"
"U0059","0385418493","3"
"U0059","0440122090","7"
"U0059","0553582747","3"
"U0059","0553581279","8"
"U0059","0375823352","6"
"U0059","0385495145","4"
"U0059","8433914545","7"
"U0059","0140021566","6"
"U0059","1559703237","4"
"U0059","0964778319","7"
"U0059","0425124347","9"
